,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
469,2009 Kawasaki Vulcan® 900 Classic,gas,39282,red,clean,other,,,,4299,2009,dallas,kawasaki
470,2009 Moto Guzzi V7 Classic,gas,15203,white,clean,manual,like new,750,cruiser,6100,2009,austin,moto
471,2009 Screaming Eagle Fat Bob,gas,7841,custom,clean,manual,excellent,1802,cruiser,10899,2009,beaumont,screaming
472,2009 Sportster,gas,6000,black,clean,manual,excellent,1200,chopper,8500,2009,houston,sportster
473,2009 Suzuki Blvd C50T,gas,17912,black,clean,manual,excellent,805,cruiser,5100,2009,houston,suzuki
474,2009 Suzuki GS500F,gas,4800,black,clean,manual,good,500,standard,3700,2009,beaumont,suzuki
475,2009 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,12996,,clean,manual,excellent,,sport bike,9299,2009,corpuschristi,suzuki
476,2009 YZ250,,,,,,,,,4200,2009,dallas,yz250
477,2009 Yamaha 250 V-Star,gas,20746,purple,clean,manual,like new,250,cruiser,4000,2009,dallas,yamaha
478,2009 Yamaha V-Star 1300,gas,24000,,clean,manual,excellent,,cruiser,4000,2009,houston,yamaha
479,2009 Yamaha VStar 1300,gas,14345,black,clean,other,excellent,1300,cruiser,4100,2009,dallas,yamaha
480,2009 Yamaha YZF R6 Horizontal In-line 599 cc,Unknown,25645,blue,clean,manual,,,,6499,2009,dallas,yamaha
481,2009 ninja track bike,gas,10000,,,manual,,,,2800,2009,dallas,ninja
482,2010 1300 Stateline Honda VT,gas,19800,custom,clean,manual,excellent,1300,sport touring,5000,2010,austin,1300
483,2010 Ducati StreetFighter  -Finance it with Instant Credit Approval!,,,,,,,,,7995,2010,amarillo,ducati
484,2010 H-D 1200 Low Sportster,,,,,,,,,5800,2010,austin,hd
485,2010 Harley Davidson Electra Glide Ultra Limited,gas,37356,red,clean,manual,excellent,1800,touring,12300,2010,houston,harley
486,2010 Harley Davidson Wide Glide with stage 2 big bore kit,gas,17751,black,clean,manual,excellent,1690,cruiser,10500,2010,sanantonio,harley
487,2010 Harley Road King,gas,6300,black,clean,manual,excellent,1584,cruiser,12000,2010,corpuschristi,harley
488,2010 Harley-Davidson Electra Glide FLHTK Electra Glide Ultra Limited,gas,32900,red,clean,manual,excellent,103,touring,10900,2010,easttexas,harleydavidson
489,2010 Harley-Davidson SOFTAIL HERITAGE SOF,Unknown,6390,black,clean,other,,,,9890,2010,austin,harleydavidson
490,2010 Harley-Davidson Softail Custom FXSTC,gas,4267,,clean,manual,,,,14119,2010,corpuschristi,harleydavidson
491,2010 Harley-Davidson Street Glide CVO FLHXSE,,,,,,,,,16799,2010,amarillo,harleydavidson
492,2010 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,60025,red,clean,manual,,,,14999,2010,corpuschristi,harleydavidson
493,2010 Harley-Davidson® FLHRC - Road King® Classic,,,,,,,,,9999,2010,dallas,harleydavidson
494,2010 Harley-Davidson® XL1200N - Sportster® Nightster,,,,,,,,,6950,2010,corpuschristi,harleydavidson
495,2010 Honda Goldwing,gas,23000,custom,clean,manual,excellent,1800,touring,13000,2010,austin,honda
496,2010 Honda Interstate,gas,19024,black,,manual,,,,6280,2010,austin,honda
497,2010 Honda Stateline,,,,,,,,,5995,2010,easttexas,honda
498,2010 Honda elite 110,,,,,,,,,2650,2010,corpuschristi,honda
499,2010 Honda® Gold Wing Audio Comfort,gas,70827,,,manual,excellent,,,9299,2010,amarillo,honda
500,2010 Kawasaki Vulcan 900 Classic,gas,17654,,clean,manual,excellent,900,cruiser,3995,2010,sanantonio,kawasaki
501,2010 Kawasaki ZR1000DAF,gas,7302,black,clean,other,,,,6980,2010,austin,kawasaki
502,2010 Triumph Tiger 1050 ABS,gas,24421,,clean,other,,,,6996,2010,dallas,triumph
503,2010 Triumph Tiger 1050 SE ABS,gas,55074,black,clean,manual,good,1050,touring,4500,2010,beaumont,triumph
504,"2010 Victory ""Cross Roads"" Bagger/Touring Motorcycle",,,,,,,,,6900,2010,amarillo,victory
505,2010 Yamaha R1 R 1 R-1  FOR ONLY,gas,11319,,clean,manual,excellent,,sport bike,9295,2010,dallas,yamaha
506,2010 Yamaha V star 950,gas,24000,black,clean,manual,like new,,touring,4900,2010,houston,yamaha
507,2010 can am spyder,gas,blue,street legal,clean,automatic,excellent,,trike,13500,2010,dallas,can
508,2010 HONDA GOLDWING GL1800 WITH CALIFORNIA SIDECAR VIPER TRIKE KIT,,,,,,,,,24900,2010,dallas,honda
509,2011 *Harley-Davidson* *CVO* *Street* *Glide* *FLHXSE2*,other,20009,orange,clean,manual,,,,18472,2011,abilene,harleydavidson
510,2011 *Harley-Davidson* *FLSTC* *Heritage* *Softail*,other,16858,silver,clean,manual,,,,10874,2011,abilene,harleydavidson
511,2011 *Harley-Davidson* *Fat* *Boy* *Lo* *FLSTFB*,other,10158,,clean,,,,,13500,2011,abilene,harleydavidson
512,2011 *Harley-Davidson* *Forty-Eight* *XL1200X*,other,8157,black,clean,manual,,,,6900,2011,abilene,harleydavidson
513,2011 110 screaming eagle,gas,11000,black,clean,manual,like new,110,cruiser,18000,2011,amarillo,110
514,2011 FATBOY LO,gas,7811,,,manual,,,,11000,2011,houston,fatboy
515,2011 H-D superglide in great condition,,,,,,,,,7700,2011,dallas,hd
516,2011 HARLEY DAVIDSON STREET GLIDE,gas,20000,custom,clean,manual,like new,1800,touring,13500,2011,dallas,harley
517,2011 HARLEY DAVIDSON STREET GLIDE FLHX103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,houston,harley
518,2011 HD STREET GLIDE 103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,dallas,hd
519,2011 HD Ultra Classic,gas,54123,black,clean,manual,excellent,,cruiser,10000,2011,houston,hd
520,2011 HD Ultra Limited,gas,29500,black,clean,manual,like new,103,cruiser,12500,2011,dallas,hd
521,2011 HD XL883L,gas,60878,blue,clean,manual,good,883,cruiser,4900,2011,amarillo,hd
522,2011 Harley Bagger and all aluminum trailer,gas,10500,black,clean,manual,excellent,103,cruiser,35000,2011,corpuschristi,harley
523,2011 Harley Davidson Road Glide Ultra,gas,33000,,clean,manual,excellent,,,14500,2011,dallas,harley
524,2011 Harley Davidson Road King,gas,10209,,clean,manual,excellent,97,touring,12000,2011,houston,harley
525,2011 Harley Davidson Road King Classic FLHRC,other,49821,red,clean,other,,,,10999,2011,dallas,harley
526,2011 Harley Davidson Softail Deluxe,gas,7800,black,clean,manual,excellent,96,cruiser,12995,2011,austin,harley
527,2011 Harley Davidson Sportster,gas,6068,black,clean,manual,excellent,1200,sport touring,7500,2011,amarillo,harley
528,2011 Harley Davidson Ultra Classic,gas,23393,black,clean,manual,like new,,cruiser,13000,2011,dallas,harley
529,2011 Harley Davidson streetglide,gas,33000,orange,clean,manual,excellent,,sport touring,13500,2011,amarillo,harley
530,2011 Harley FLHTCU,gas,13870,,clean,manual,like new,,touring,15000,2011,amarillo,harley
531,2011 Harley Road Glide Ultra 103 - Extremely low miles,,,,,,,,,14000,2011,beaumont,harley
532,2011 Harley Street Glide Special,gas,26661,black,clean,manual,excellent,1687,cruiser,12900,2011,dallas,harley
533,2011 Harley-Davidson Electra Glide Ultra Limited FLHTK,gas,25457,,clean,manual,,,,16199,2011,corpuschristi,harleydavidson
534,2011 Harley-Davidson Softail Blackline FXS,gas,17533,,clean,manual,,,,12999,2011,corpuschristi,harleydavidson
535,2011 Harley-Davidson® FLHTCU - Ultra Classic® Electra Glide®,,,,,,,,,13950,2011,austin,harleydavidson
536,2011 Harley-Davidson® FLHTK - Electra Glide® Ultra Limited,,,,,,,,,11496,2011,austin,harleydavidson
537,2011 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,11996,2011,dallas,harleydavidson
538,2011 Harley-Davidson® FLHX103 - Street Glide® PowerPak,,,,,,,,,12950,2011,dallas,harleydavidson
539,2011 Harley-Davidson® FLSTSE2 - Screamin' Eagle Softail®,,,,,,,,,15950,2011,dallas,harleydavidson
540,2011 Harley-Davidson® FLTRX - Road Glide® Custom,,,,,,,,,13450,2011,austin,harleydavidson
541,2011 Harley-Davidson® FXDC - Dyna® Super Glide® Custom,,,,,,,,,9996,2011,dallas,harleydavidson
542,2011 Harley-Davidson® FXDWG - Dyna® Wide Glide®,,,,,,,,,9499,2011,dallas,harleydavidson
543,2011 Harley-Davidson® XL1200C - Sportster® 1200 Custom,,,,,,,,,7250,2011,dallas,harleydavidson
544,2011 Heritage Softail,gas,31500,black,clean,manual,like new,,touring,9500,2011,dallas,heritage
545,2011 Honda 250,gas,Unknown,,clean,manual,excellent,250,dirtbike,3700,2011,dallas,honda
546,2011 Honda CBR 250R Honda CBR 250R,Unknown,6673,red,clean,manual,,,,3499,2011,amarillo,honda
547,2011 KAWASAKI NINJA ZX-6R,gas,20610,,clean,manual,excellent,,sport bike,6890,2011,dallas,kawasaki
548,2011 Kawasaki NINJA ZX1000,gas,32660,black,clean,other,,,,5980,2011,austin,kawasaki
549,2011 Kawasaki Ninja  250R 250 R 250-R for $80/mo a month!,gas,16429,,clean,manual,excellent,,sport bike,3895,2011,dallas,kawasaki
550,2011 Kawasaki Ninja ZX14 ZX 14 ZX-14 Ninja ZX 14 Ninja ZX-14,gas,14866,,clean,manual,excellent,,sport bike,8999,2011,beaumont,kawasaki
551,2011 Kawasaki Vulcan Voyager v-twin 1700! only 3478 miles,gas,3478,blue,clean,manual,excellent,1700,touring,8500,2011,corpuschristi,kawasaki
552,2011 Kawasaki Vulcan® 1700 Vaquero Trike,gas,27645,,clean,other,,,,14990,2011,dallas,kawasaki
553,2011 SUZUKI GSX-R600,gas,28044,,clean,manual,excellent,,sport bike,7890,2011,dallas,suzuki
554,2011 Suzuki Boulevard C50T,gas,6842,,clean,manual,excellent,Unknown,,4999,2011,dallas,suzuki
555,2011 Suzuki GSX 1250,gas,7000,,,manual,like new,,sport touring,6900,2011,austin,suzuki
556,2011 Suzuki GSXR 750,gas,20135,,,manual,excellent,,sport bike,7500,2011,dallas,suzuki
557,2011 Suzuki GSXR1000 GSXR 1000 GSXR-1000  FOR ONLY,gas,17408,,clean,manual,excellent,,standard,9295,2011,dallas,suzuki
558,2011 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,9371,,clean,manual,excellent,,sport bike,10449,2011,dallas,suzuki
559,2011 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,28044,,clean,manual,excellent,,sport bike,7699,2011,dallas,suzuki
560,2011 Suzuki GSXR750 GSXR 750 GSXR-750 GSX R750 GSX-R750,gas,20139,,clean,manual,excellent,,sport bike,8299,2011,amarillo,suzuki
561,2011 Triumph Speed Triple SE,gas,31000,,clean,manual,excellent,1050,sport bike,4000,2011,dallas,triumph
562,2011 Triumph Tiger 800 XC,gas,14254,white,clean,other,,,,6950,2011,austin,triumph
563,2011 Victory Motorcycles® Vegas® Zach Ness,gas,12129,black,clean,other,,,,8950,2011,sanantonio,victory
564,2011 YZ450F SOLD 🤠,,,,,,,,,3750,2011,sanantonio,yz450f
565,2011 Yamaha FZ8,gas,12900,,,manual,new,,,3000,2011,austin,yamaha
566,2011 Yamaha FZ8 Naked Sportbike - Pristine Condition!,,,,,,,,,4900,2011,dallas,yamaha
567,2012  GOLDWING 1800 RAZOR (IRS) MOTOR TRIKE - LIKE NEW -ONLY 13K MILES,,,,,,,,,25900,2012,houston,goldwing
568,2012 *HARLEY-DAVIDSON* *FLS SOFTAIL SLIM *NICE UPGRADES!!!,,,,,,,,,9995,2012,waco,harleydavidson
569,2012 *Harley-Davidson* *FLHTCUTG* *Tri* *Glide* *Ultra*,other,4690,blue,clean,manual,,,,24752,2012,abilene,harleydavidson
570,2012 *Harley-Davidson* *FXDWG* *Wide* *Glide*,other,12096,black,clean,manual,,,,10984,2012,abilene,harleydavidson
571,2012 BMW G650GS Enduro,gas,11500,white,clean,manual,good,650,dual-sport,5500,2012,houston,bmw
572,2012 BMW K 1600 GTL,gas,13573,silver,clean,other,,,,11450,2012,dallas,bmw
573,2012 BMW S1000 S 1000 S-1000 RR,gas,42434,,,manual,excellent,,sport bike,9499,2012,dallas,bmw
574,2012 BMW S1000RR,gas,9300,black,clean,manual,excellent,1000,sport bike,13000,2012,beaumont,bmw
575,2012 CANAM SPYDER RS SM5,gas,15838,red,clean,manual,good,990,trike,8295,2012,houston,canam
576,2012 Can AM RSS Spyder,gas,45000,green,clean,automatic,excellent,,sport bike,8500,2012,dallas,can
577,2012 Can-Am® Spyder RT SM5,gas,20062,,clean,other,,,,13950,2012,sanantonio,canam
578,2012 Ducati Streetfighter 848,gas,7394,black,clean,manual,excellent,850,sport bike,6995,2012,sanantonio,ducati
579,2012 Ducati Superbike 848 EVO,gas,6439,red,clean,other,,,,10750,2012,dallas,ducati
580,2012 Electra Glide Ultra Classic,other,71000,,,other,good,,,6295,2012,houston,electra
581,2012 FJR 1300,,,,,,,,,5700,2012,houston,fjr
582,2012 FLHTP Electra Glide,gas,54000,black,clean,manual,good,1640,touring,7000,2012,dallas,flhtp
583,2012 Genuine Buddy 170i,gas,7730,green,clean,automatic,good,,scooter,1800,2012,austin,genuine
584,2012 HARLEY CUSTOM ROAD GLIDE,gas,9253,,clean,manual,excellent,107,,45000,2012,beaumont,harley
585,2012 HARLEY DAVIDSON V-ROD,gas,10875,black,clean,manual,excellent,1250,cruiser,11450,2012,dallas,harley
586,2012 Harley Davidson 1200cc Sportster,gas,6522,,,manual,,,,6900,2012,mcallen,harley
587,2012 Harley Davidson Forty Eight,gas,18960,black,clean,manual,like new,1200,bobber,9300,2012,corpuschristi,harley
588,2012 Harley Davidson Softail,gas,44054,blue,clean,other,,103,,15000,2012,dallas,harley
589,2012 Harley Davidson Softail Deluxe,gas,13712,custom,clean,manual,like new,1690,sport touring,11500,2012,abilene,harley
590,2012 Harley Davidson Street Glide FLHX,gas,24201,black,clean,manual,excellent,,touring,15000,2012,houston,harley
591,2012 Harley Davidson Tri Glide Ultra Classic FLHTCUTG,gas,28178,red,clean,manual,excellent,,touring,22000,2012,corpuschristi,harley
592,2012 Harley Davidson Tri-Glide,gas,37021,black,,manual,like new,106,,25000,2012,dallas,harley
593,2012 Harley Davidson Triglide,gas,5031,red,clean,manual,like new,103,trike,22500,2012,houston,harley
594,2012 Harley-Davidson Dyna Fat Bob FXDF103,gas,6953,black,clean,manual,,,,12599,2012,sanantonio,harleydavidson
595,2012 Harley-Davidson Electra Glide Ultra Limited FLHTK,gas,15009,black,clean,manual,,,,17231,2012,corpuschristi,harleydavidson
596,2012 Harley-Davidson Tri Glide Ultra Classic FLHTCUTG,,,,,,,,,26999,2012,dallas,harleydavidson
597,2012 Harley-Davidson® FLHRC - Road King® Classic,,,,,,,,,12996,2012,dallas,harleydavidson
598,2012 Harley-Davidson® FLHTC - Electra Glide® Classic,,,,,,,,,9999,2012,dallas,harleydavidson
599,2012 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,13950,2012,dallas,harleydavidson
600,2012 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,13950,2012,dallas,harleydavidson
601,2012 Harley-Davidson® FLSTC - Heritage Softail® Classic,,,,,,,,,9990,2012,dallas,harleydavidson
602,2012 Harley-Davidson® FLSTFB - Softail® Fat Boy® Lo,,,,,,,,,9999,2012,dallas,harleydavidson
603,2012 Harley-Davidson® FLTRX - Road Glide® Custom,,,,,,,,,14996,2012,dallas,harleydavidson
604,2012 Harly Davidson Ultraclasic,gas,10000,black,clean,manual,excellent,,sport touring,12800,2012,houston,harly
605,2012 Honda CBR 600RR,gas,21073,grey,clean,manual,like new,600,,8000,2012,austin,honda
606,2012 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,17435,,clean,manual,excellent,,sport bike,8249,2012,dallas,honda
607,"2012 Honda GOLDWING 1800 TRIKE RAZOR w(IRS) ONLY 17K MILES - 23,900.00",,,,,,,,,23900,2012,houston,honda
608,2012 Kawasaki Concours 14 ABS,,,,,,,,,5799,2012,dallas,kawasaki
609,2012 Kawasaki Ninja ZX14R ZX 14 R ZX-14-R Ninja ZX 14R Ninja ZX-14R,gas,14042,,clean,manual,excellent,,sport bike,9299,2012,beaumont,kawasaki
610,2012 Kawasaki Ninja ZX6R ZX 6 R ZX-6-R Ninja ZX 6R Ninja ZX-6R,gas,20610,,clean,manual,excellent,,sport bike,7649,2012,dallas,kawasaki
611,2012 Kawasaki Ninja® 1000,gas,4265,green,clean,other,,,,6990,2012,austin,kawasaki
612,2012 Kawasaki Z1000  -Finance it with Instant Credit Approval!,,,,,,,,,5995,2012,dallas,kawasaki
613,2012 Street Glide alternative,other,71000,,,manual,good,,,6295,2012,houston,street
614,2012 Suzuki Boulevard C50 T Classic,gas,Unknown,red,clean,other,,,,6950,2012,dallas,suzuki
615,2012 Suzuki DR650,gas,35000,grey,clean,manual,excellent,650,dual-sport,4000,2012,austin,suzuki
616,2012 Suzuki GSX-R750 - FINANCING AVAILABLE!,,,,,,,,,8590,2012,dallas,suzuki
617,2012 Suzuki GSXR GSX R GSX-R 1000 for $206/mo a month!,gas,22950,,clean,manual,excellent,,sport bike,9999,2012,dallas,suzuki
618,2012 Suzuki V-Strom 1000 Adventure  -Premium Dealer!,gas,17159,,clean,manual,excellent,,dual-sport,6995,2012,dallas,suzuki
619,2012 Suzuki Vstrom 650 DL650 loaded with extras,gas,16900,black,clean,manual,excellent,650,sport touring,4800,2012,austin,suzuki
620,2012 Triumph Daytona 675 R,gas,10000,,clean,manual,,,,5000,2012,austin,triumph
621,2012 Triumph Rocket III,gas,8233,black,clean,manual,excellent,2300,street,6500,2012,dallas,triumph
622,2012 ULTRA LIMITED CLASSIC,gas,26000,black,clean,manual,excellent,103,touring,13500,2012,dallas,ultra
623,2012 Victory Motorcycles Cross Country Touring (EXCELLENT SHAPE!),Unknown,39023,Unknown,clean,manual,,,,9900,2012,dallas,victory
624,2012 Yamaha R1,gas,9880,,,manual,,,,11500,2012,austin,yamaha
625,2012 Yamaha V Star 950 Tourer V Twin 942 cc,Unknown,22852,black,clean,manual,,,,5499,2012,dallas,yamaha
626,2012 Yamaha YZFR1 YZFR 1 YZFR-1 Anniversary  YZF R1 Anniversary  YZF-,gas,21932,,clean,manual,excellent,,sport bike,10149,2012,abilene,yamaha
627,2012 Yamaha YZFR6 YZFR 6 YZFR-6 YZF R6 YZF-R6,gas,8587,,clean,manual,excellent,,sport bike,8999,2012,amarillo,yamaha
628,2012 yahmaha FZ8,gas,32000,,,manual,,,,4200,2012,beaumont,yahmaha
629,2013 *Harley-Davidson* *Dyna* *Super* *Glide* *Custom*,other,9092,blue,clean,,,,,10374,2013,abilene,harleydavidson
630,2013 *Harley-Davidson* *FLHTK* *EG* *Ultra*,other,4543,black,clean,manual,,,,15982,2013,abilene,harleydavidson
631,2013 *Harley-Davidson* *FXDF* *Dyna* *Fat*,other,4098,black,clean,manual,,,,11981,2013,abilene,harleydavidson
632,2013 *Harley-Davidson* *Softail* *Slim*,other,10838,black,clean,manual,,,,12542,2013,abilene,harleydavidson
633,2013 *Harley-Davidson* *VRSCF* *V-Rod*,other,12388,black,clean,manual,,,,13800,2013,abilene,harleydavidson
634,2013 *Harley-Davidson* *XL1200C *NICE UPGRADES!!!* Blac,,,,,,,,,6995,2013,waco,harleydavidson
635,2013 *Kawasaki* *Ninja* ** *650R*,other,3784,white,clean,manual,,,,6950,2013,abilene,kawasaki
636,2013 BMW K1600 GTL,gas,9947,custom,clean,manual,like new,1649,touring,14100,2013,easttexas,bmw
637,2013 BMW R 1200 R,gas,75874,blue,clean,other,,,,7950,2013,austin,bmw
638,2013 BMW R1200 GSA,gas,61000,red,clean,manual,excellent,1200,dual-sport,12500,2013,dallas,bmw
639,2013 CRF150R,gas,1234,red,missing,manual,excellent,,dirtbike,2750,2013,corpuschristi,crf150r
640,2013 Can-Am® Spyder® ST-S SM5,gas,9657,yellow,clean,other,,,,12750,2013,dallas,canam
641,2013 Ducati 848 EVO 848  EVO Superbike,gas,10321,,clean,manual,excellent,,sport bike,9399,2013,dallas,ducati
642,2013 Goldwing Bagger,gas,3475,silver,clean,manual,excellent,1800,other,17000,2013,houston,goldwing
643,"2013 HARLEY DAVIDSON HERITAGE SOFTAIL ""3,215 MILES""",gas,3214,red,clean,manual,excellent,103,cruiser,10000,2013,houston,harley
644,2013 HD BREAKOUT,gas,23800,blue,clean,manual,excellent,,street,12995,2013,houston,hd
645,2013 Harley Davidson Black Street Glide FLHX,gas,34217,black,clean,other,,103,,13500,2013,dallas,harley
646,2013 Harley Davidson FXDC Super Glide Custom,gas,4000,black,clean,manual,like new,,cruiser,9500,2013,houston,harley
647,2013 Harley Davidson Fat Boy,gas,7200,black,clean,manual,like new,,cruiser,12800,2013,corpuschristi,harley
648,2013 Harley Davidson Road Glide 21k miles,gas,21000,red,clean,manual,like new,103,touring,15000,2013,dallas,harley
649,"2013 Harley Davidson Ultra 9,600 Miles",gas,9600,black,clean,manual,new,103,touring,15500,2013,dallas,harley
650,2013 Harley Davidson Ultra Classic,,,,,,,,,12000,2013,sanantonio,harley
651,2013 Harley Softail slim,,,,,,,,,10000,2013,austin,harley
652,2013 Harley-Davidson Electraglide,gas,30000,white,lien,manual,excellent,,touring,12000,2013,easttexas,harleydavidson
653,2013 Harley-Davidson FLTRX,gas,29500,black,clean,manual,excellent,1450,touring,19100,2013,dallas,harleydavidson
654,2013 Harley-Davidson Road Glide Custom FLTRX103,gas,17526,black,clean,manual,,,,16999,2013,corpuschristi,harleydavidson
655,2013 Harley-Davidson Road King FLHR103,gas,18988,,clean,manual,,,,18469,2013,corpuschristi,harleydavidson
656,2013 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,20040,,clean,manual,,,,20318,2013,corpuschristi,harleydavidson
657,2013 Harley-Davidson® FLHTCUTG - Tri Glide® Ultra Classic® Trike,,,,,,,,,24950,2013,dallas,harleydavidson
658,2013 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,14490,2013,dallas,harleydavidson
659,2013 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,14950,2013,austin,harleydavidson
660,2013 Harley-Davidson® FLSTFB - Softail® Fat Boy® Lo 110th,,,,,,,,,13950,2013,dallas,harleydavidson
661,2013 Harley-Davidson® FLTRU - Road Glide® Ultra,,,,,,,,,15950,2013,austin,harleydavidson
662,2013 Harley-Davidson® FXDWG - Dyna® Wide Glide®,,,,,,,,,13950,2013,dallas,harleydavidson
663,2013 Harley-Davidson® VRSCDX - V-Rod® Night Rod® Special,,,,,,,,,13750,2013,dallas,harleydavidson
664,2013 Harley-Davidson® XL1200V - Sportster® Seventy-Two®,,,,,,,,,7699,2013,dallas,harleydavidson
665,2013 Honda CB 500F 500 F 500-F for $93/mo a month!,gas,5645,,clean,manual,excellent,,standard,4495,2013,dallas,honda
666,2013 Honda CBR1000REPD CBR 1000 REPD CBR-1000-REPD REPSOL,gas,17479,,clean,manual,excellent,,sport bike,11499,2013,corpuschristi,honda
667,2013 Honda CBR500R,,,,,,,,,4479,2013,dallas,honda
668,2013 Honda CRF150F,gas,600,white,clean,manual,good,150,dirtbike,3400,2013,austin,honda
669,2013 Honda CRF450R,gas,300,,,manual,,,,3700,2013,amarillo,honda
670,2013 Honda Ruckus - Stock,,,,,,,,,2200,2013,dallas,honda
671,2013 Honda® NC700X,gas,4896,silver,clean,other,,,,7750,2013,austin,honda
672,2013 KTM 250 XCF-W,gas,915,orange,clean,other,,,,4450,2013,austin,ktm
673,2013 Kawasaki Ninja ZX10R ZX 10 R ZX-10-R Ninja ZX 10R Ninja ZX-10R,gas,17040,,clean,manual,excellent,,sport bike,9899,2013,dallas,kawasaki
674,2013 Kawasaki Ninja ZX6R ZX 6 R ZX-6-R ZX 6R ZX-6R for $171/mo a month,gas,4407,,clean,manual,excellent,,sport bike,8295,2013,dallas,kawasaki
675,2013 Kawasaki Vulcan 900 Classic LT,,,,,,,,,4999,2013,dallas,kawasaki
676,2013 Kx450f w title low hours,gas,1234,black,clean,manual,,450,dirtbike,3950,2013,sanantonio,kx450f
677,2013 Lingyu 150 CC,gas,36,white,clean,automatic,new,150,scooter,900,2013,dallas,lingyu
678,2013 NC700X,gas,4896,silver,clean,other,,,,3500,2013,austin,nc700x
679,2013 ROAD GLIDE CUSTOM,gas,11500,blue,clean,manual,like new,,touring,19000,2013,dallas,road
680,2013 SUZUKI GSX-R600,gas,28527,blue,clean,manual,good,599,sport bike,7980,2013,dallas,suzuki
681,2013 SUZUKI GSX-R750,gas,874,black,clean,automatic,,,,8980,2013,dallas,suzuki
682,2013 Suzuki Boulevard S40,gas,2300,,clean,manual,good,650,cruiser,3400,2013,beaumont,suzuki
683,2013 Suzuki GSX-R 600 Horizontal In-line 599 cc,Unknown,23040,custom,clean,manual,,,,8999,2013,dallas,suzuki
684,2013 Suzuki GSX-R1000  -Finance it with Instant Credit Approval!,,,,,,,,,8995,2013,houston,suzuki
685,2013 Suzuki GSX-R1000 - FINANCING AVAILABLE!,,,,,,,,,9990,2013,beaumont,suzuki
686,2013 Suzuki GSXR GSX R GSX-R 750 for $206/mo a month!,gas,12387,,clean,manual,excellent,,sport bike,9995,2013,dallas,suzuki
687,2013 Suzuki GSXR600R GSXR 600 R GSXR-600-R  FOR ONLY,gas,7847,,clean,manual,excellent,,standard,7495,2013,dallas,suzuki
688,2013 Suzuki RMZ250,gas,1000,,clean,manual,excellent,250,dirtbike,3195,2013,dallas,suzuki
689,2013 Triumph Bonneville,gas,1091,white,clean,manual,like new,,,5900,2013,dallas,triumph
690,2013 Triumph Street Triple R,gas,17148,,clean,manual,excellent,675,sport bike,5750,2013,austin,triumph
691,2013 Triumph Tiger  800 ABS for $142/mo a month!,gas,17159,,clean,manual,excellent,,dual-sport,6895,2013,dallas,triumph
692,2013 Ural Gear Up - 2wd Adventure Sidecar Motorcycle,,,,,,,,,10900,2013,austin,ural
693,"2013 Victory Highball, MINT, Extra, 3600 Miles, Title in Hand",gas,3600,black,clean,manual,like new,1700,cruiser,7999,2013,austin,victory
694,2013 Victory Motorcycles® Cross Country® Tour,gas,46727,black,clean,other,,106,,9999,2013,dallas,victory
695,2013 Yamaha FZ8 - FINANCING AVAILABLE!,,,,,,,,,6190,2013,dallas,yamaha
696,2013 Yamaha Stryker V Twin 1304 cc,Unknown,14332,black,clean,manual,,,,7999,2013,dallas,yamaha
697,2013 Yamaha Stryker®,Unknown,14332,black,clean,manual,,,,6990,2013,dallas,yamaha
698,2013 Yamaha V-star 1300 tourer,gas,17838,,clean,manual,excellent,,touring,7000,2013,austin,yamaha
699,2013 Yamaha YZF R1 Horizontal In-line 998 cc,,,,,,,,,10999,2013,dallas,yamaha
700,2013 Yamaha YZF R1 R 1 R-1 for $251/mo a month!,gas,11793,,clean,manual,excellent,,sport bike,12195,2013,dallas,yamaha
701,2013 Yamaha YZF-R1 Team Yamaha  -Premium Dealer!,,,,,,,,,9995,2013,dallas,yamaha
702,2013 honda crf150r obo,gas,Unknown,black,clean,manual,good,150,dirtbike,4500,2013,austin,honda
703,2013 triump 675R,,,,,,,,,9000,2013,sanantonio,triump
704,2014 *Harley-Davidson* *FLHTCUTG* *Tri* *Glide*,other,11653,blue,clean,manual,,,,28752,2014,abilene,harleydavidson
705,2014 *Harley-Davidson* *FLHX* *Street* *Glide*,other,9506,grey,clean,manual,,,,16984,2014,abilene,harleydavidson
706,2014 *Harley-Davidson* *FLHXS* *Street* *Glide*,other,21656,silver,clean,manual,,,,18472,2014,abilene,harleydavidson
707,2014 *Harley-Davidson* *FXDL* *Dyna* *Low*,other,36630,silver,clean,manual,,,,11851,2014,abilene,harleydavidson
