,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
312,2008 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUE,gas,58461,black,clean,manual,good,1573,touring,11400,2008,houston,harley
313,2008 HD Night Rod Special,,,,,,,,,9000,2008,dallas,harley
314,2008 HD ULTRA CLASSIC ELECTRAGLIDE FLHTCU,gas,58461,black,clean,manual,good,1573,touring,11400,2008,dallas,harley
315,2008 Harley Davidson  ultra,gas,29000,red,clean,manual,excellent,1540,street,9500,2008,houston,harley
316,2008 Harley Davidson Flhtcuse3 Ultra Classic – CVO – Screamin Eagle An,gas,23426,orange,clean,manual,like new,,touring,15500,2008,austin,harleydavidson
317,2008 Harley Davidson Road King Police,gas,14562,black,clean,manual,excellent,,touring,13500,2008,dallas,harleydavidson
318,2008 Harley Davidson Rocker C FXCWC,gas,30719,blue,clean,manual,excellent,,touring,10000,2008,dallas,harleydavidson
319,2008 Harley Davidson XL1200C Sportster,gas,14000,white,clean,manual,excellent,1200,cruiser,6500,2008,houston,harleydavidson
320,"2008 Harley Davidson, Dyna-Super Glide Custom",gas,17934,yellow,clean,manual,excellent,103,cruiser,8000,2008,easttexas,harleydavidson
321,2008 Harley Electraglide CVO Screamin Eagle Ultra Classic,gas,58000,white,clean,manual,excellent,Unknown,touring,12500,2008,easttexas,harleydavidson
322,2008 Harley Heritage Softail,gas,29000,red,clean,manual,excellent,1540,street,8000,2008,beaumont,harleydavidson
323,2008 Harley Ulta Classic,gas,65000,black,clean,manual,excellent,,,9500,2008,dallas,harleydavidson
324,2008 Harley-Davidson FLHRC - Road King Classic  -Premium Dealer!,,,,,,,,,7995,2008,dallas,harleydavidson
325,2008 Harley-Davidson FLHX - Street Glide  -Premium Dealer!,,,,,,,,,12995,2008,dallas,harleydavidson
326,2008 Harley-Davidson Softail Fat Boy FLSTF,gas,19470,,clean,manual,,,,12614,2008,corpuschristi,honda
327,2008 Harley-Davidson Sportster 883 Low XL883L,gas,6745,,clean,manual,,,,9804,2008,corpuschristi,honda
328,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic®,,,,,,,,,9499,2008,dallas,honda
329,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® 105th,,,,,,,,,10290,2008,dallas,honda
330,2008 Harley-Davidson® FLSTC - Heritage Softail® Classic,,,,,,,,,9850,2008,dallas,honda
331,2008 Harley-Davidson® FLSTF - Softail® Fat Boy®,,,,,,,,,8750,2008,dallas,honda
332,2008 Harley-Davidson® FLSTF - Softail® Fat Boy® 105th Anniversary,,,,,,,,,10750,2008,dallas,honda
333,2008 Harley-Davidson® FXSTC - Softail® Custom 105th Anniversary,,,,,,,,,9750,2008,dallas,honda
334,2008 Harley-Davidson® XL 1200L - Sportster® 1200 Low 105th,,,,,,,,,5999,2008,dallas,kawasaki
335,2008 Honda CBR 1000RR *priced to Sell*,gas,6056,,clean,manual,excellent,,sport bike,6500,2008,beaumont,kawasaki
336,2008 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,16379,,clean,automatic,excellent,,standard,7995,2008,dallas,kawasaki
337,2008 Honda CBR600RR,gas,8000,,,manual,,,,4500,2008,austin,kawasaki
338,"2008 Honda Goldwing - Only 1,300 actual miles",,,,,,,,,13000,2008,houston,suzuki
339,2008 Honda Goldwing GL1800 (Model VIIA-IICM),,,,,,,,,10500,2008,waco,triumph
340,2008 Honda XR650L,gas,2900,red,clean,manual,excellent,650,dual-sport,4600,2008,sanantonio,victory
341,2008 Honda® Gold Wing® - GL1800HPNM8,Unknown,23125,Unknown,clean,manual,,,,10996,2008,dallas,yamaha
342,2008 Kawasaki Vulcan 900,gas,12000,silver,clean,manual,excellent,900,cruiser,3150,2008,brownsville,yamaha
343,2008 Kawasaki Vulcan 900 Classic LT,gas,8300,red,clean,manual,excellent,900,cruiser,4700,2008,dallas,yamaha
344,2008 Lambretta Due 50 cc,gas,710,orange,clean,automatic,excellent,50,scooter,995,2008,houston,yamaha
345,2008 Sreaming eagle FXDSE2,gas,38000,,,manual,,1800,,10000,2008,dallas,yamaha
346,2008 Suzuki GSX-R 1000,gas,5400,black,clean,manual,like new,,sport bike,10200,2008,austin,bmw
347,2008 Triumph Speedmaster 900,gas,3000,,,manual,,,,4000,2008,dallas,harley
348,2008 Ultra Classic Anniversary Edition,gas,12990,custom,clean,manual,excellent,,touring,12500,2008,houston,honda
349,2008 Yamaha Raider 1900,gas,15000,,,manual,,1850,chopper,6500,2008,corpuschristi,bmw
350,2008 used Harley Davidson Street Glide,gas,11066,red,clean,manual,excellent,1800,,10000,2008,sanantonio,hd
351,2009 BMW R 1200 GSA,gas,67530,red,clean,manual,excellent,1200,dual-sport,8300,2009,beaumont,honda
352,2009 Fatboy FLSTF,gas,14710,,,manual,like new,96,cruiser,12995,2009,austin,harley
353,2009 GSXR 600,gas,21931,,clean,manual,excellent,,sport bike,4650,2009,houston,harley
354,2009 HARLEY DAVIDSON FLHX STREET GLIDE,gas,36877,,clean,other,,96,,12999,2009,dallas,harley
355,2009 HARLEY DAVIDSON ROAD KING CLASSIC,gas,56845,custom,clean,automatic,,,,11999,2009,houston,harley
356,2009 HD FLHTCU,gas,83679,black,clean,manual,good,,cruiser,7900,2009,amarillo,harley
357,2009 Harley Davidson,gas,16500,blue,clean,manual,excellent,,touring,9000,2009,houston,harley
358,2009 Harley Davidson Dyna Superglide,,,,,,,,,6500,2009,austin,harley
359,2009 Harley Davidson EltraGlide Ultra Classic,,,,,,,,,9600,2009,corpuschristi,harley
360,2009 Harley Davidson FLSTC 96 CI,gas,81419,,rebuilt,manual,,,,6000,2009,dallas,harley
361,2009 Harley Davidson Sportster XL1200 Nightster,gas,5397,black,clean,manual,excellent,1200,street,7195,2009,waco,harley
362,2009 Harley Davidson Street Glide,gas,18934,black,clean,manual,excellent,,cruiser,11500,2009,corpuschristi,harley
363,"2009 Harley Davidson Ultra Classic, Low Miles, Tons of Custom Mods",gas,21000,black,clean,manual,excellent,,cruiser,11500,2009,beaumont,harley
364,2009 Harley Davidson Ultra Glide,gas,31102,black,clean,other,,96,,8200,2009,dallas,harley
365,2009 Harley Davidson nightster 1200 good condition,gas,11000,,,manual,,1200,,6800,2009,houston,harley
366,2009 Harley FLHT,gas,18898,black,clean,manual,excellent,96,,8750,2009,waco,harley
367,2009 Harley Nighster 1200xl,gas,10000,orange,clean,manual,excellent,1200,street,7000,2009,amarillo,harley
368,2009 Harley Softail Heritage,gas,10000,,clean,manual,like new,,,100000,2009,houston,harleydavidson
369,2009 Harley Sportster Custom 883,gas,22000,,,manual,,,,7000,2009,dallas,harleydavidson
370,2009 Harley Street Glide bagger,,,,,,,,,22000,2009,houston,harleydavidson
371,2009 Harley Ultra Classic FLHTCU,gas,53000,,clean,manual,good,1584,touring,10500,2009,houston,harleydavidson
372,2009 Harley softail Rocker,gas,24674,custom,clean,manual,excellent,96,sport touring,8250,2009,corpuschristi,harleydavidson
373,2009 Harley softail rocker,gas,24764,custom,clean,manual,good,96,sport touring,8250,2009,dallas,harleydavidson
374,2009 Harley-Davidson Dyna Fat Bob FXDF,,,,,,,,,10944,2009,sanantonio,harleydavidson
375,2009 Harley-Davidson Dyna Street Bob,gas,18586,,clean,manual,excellent,,sport bike,8999,2009,beaumont,harleydavidson
376,2009 Harley-Davidson FXD - Dyna Super Glide  -Premium Dealer!,,,,,,,,,5995,2009,houston,honda
377,2009 Harley-Davidson Heritage Softail Classic FLSTC,gas,28289,red,clean,manual,,,,11599,2009,sanantonio,honda
378,2009 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,50678,black,clean,manual,,,,12374,2009,corpuschristi,honda
379,2009 Harley-Davidson XR1200 - Sportster XR1200  -Premium Dealer!,,,,,,,,,6995,2009,dallas,honda
380,2009 Harley-Davidson® FLHR - Road King®,,,,,,,,,8499,2009,dallas,kawasaki
381,2009 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® Trike,,,,,,,,,20950,2009,dallas,kawasaki
382,2009 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,12950,2009,dallas,kawasaki
383,2009 Harley-Davidson® FXCW - Rocker,,,,,,,,,10750,2009,dallas,kawasaki
384,2009 Harley-Davidson® XL1200C - Sportster® 1200 Custom,,,,,,,,,5850,2009,dallas,kawasaki
385,2009 Honda CRF150RB,gas,Unknown,,,manual,good,150,dirtbike,2800,2009,dallas,polaris
386,2009 Kawasaki Concours 14,gas,32942,red,clean,automatic,excellent,1352,sport touring,4500,2009,houston,suzuki
387,2009 Kawasaki KX85,gas,100,,,manual,good,85,dirtbike,1800,2009,dallas,suzuki
388,2009 Kawasaki Versys 650,gas,21739,green,clean,manual,good,650,dual-sport,4000,2009,austin,suzuki
389,2009 Kawasaki Vulcan® 900 Classic,gas,39282,red,clean,other,,,,4299,2009,dallas,suzuki
390,2009 Moto Guzzi V7 Classic,gas,15203,white,clean,manual,like new,750,cruiser,6100,2009,austin,suzuki
391,2009 Screaming Eagle Fat Bob,gas,7841,custom,clean,manual,excellent,1802,cruiser,10899,2009,beaumont,yamaha
392,2009 Sportster,gas,6000,black,clean,manual,excellent,1200,chopper,8500,2009,houston,yamaha
393,2009 Suzuki Blvd C50T,gas,17912,black,clean,manual,excellent,805,cruiser,5100,2009,houston,yamaha
394,2009 Suzuki GS500F,gas,4800,black,clean,manual,good,500,standard,3700,2009,beaumont,yamaha
395,2009 Yamaha 250 V-Star,gas,20746,purple,clean,manual,like new,250,cruiser,4000,2009,dallas,ducati
396,2009 Yamaha V-Star 1300,gas,24000,,clean,manual,excellent,,cruiser,4000,2009,houston,harley
397,2009 Yamaha VStar 1300,gas,14345,black,clean,other,excellent,1300,cruiser,4100,2009,dallas,harley
398,2009 Yamaha YZF R6 Horizontal In-line 599 cc,Unknown,25645,blue,clean,manual,,,,6499,2009,dallas,harley
399,2009 ninja track bike,gas,10000,,,manual,,,,2800,2009,dallas,harley
400,2010 1300 Stateline Honda VT,gas,19800,custom,clean,manual,excellent,1300,sport touring,5000,2010,austin,harley
401,2010 Ducati StreetFighter  -Finance it with Instant Credit Approval!,,,,,,,,,7995,2010,amarillo,harley
402,2010 H-D 1200 Low Sportster,,,,,,,,,5800,2010,austin,harley
403,2010 Harley Davidson Electra Glide Ultra Limited,gas,37356,red,clean,manual,excellent,1800,touring,12300,2010,houston,harleydavidson
404,2010 Harley Davidson Wide Glide with stage 2 big bore kit,gas,17751,black,clean,manual,excellent,1690,cruiser,10500,2010,sanantonio,harleydavidson
405,2010 Harley Road King,gas,6300,black,clean,manual,excellent,1584,cruiser,12000,2010,corpuschristi,harleydavidson
406,2010 Harley-Davidson Electra Glide FLHTK Electra Glide Ultra Limited,gas,32900,red,clean,manual,excellent,103,touring,10900,2010,easttexas,harleydavidson
407,2010 Harley-Davidson SOFTAIL HERITAGE SOF,Unknown,6390,black,clean,other,,,,9890,2010,austin,harleydavidson
408,2010 Harley-Davidson Softail Custom FXSTC,gas,4267,,clean,manual,,,,14119,2010,corpuschristi,harleydavidson
409,2010 Harley-Davidson Street Glide CVO FLHXSE,,,,,,,,,16799,2010,amarillo,honda
410,2010 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,60025,red,clean,manual,,,,14999,2010,corpuschristi,honda
411,2010 Harley-Davidson® FLHRC - Road King® Classic,,,,,,,,,9999,2010,dallas,honda
412,2010 Harley-Davidson® XL1200N - Sportster® Nightster,,,,,,,,,6950,2010,corpuschristi,honda
413,2010 Honda Goldwing,gas,23000,custom,clean,manual,excellent,1800,touring,13000,2010,austin,ktm
414,2010 Honda Interstate,gas,19024,black,,manual,,,,6280,2010,austin,kawasaki
415,2010 Honda Stateline,,,,,,,,,5995,2010,easttexas,kawasaki
416,2010 Honda elite 110,,,,,,,,,2650,2010,corpuschristi,suzuki
417,2010 Honda® Gold Wing Audio Comfort,gas,70827,,,manual,excellent,,,9299,2010,amarillo,yamaha
418,2010 Kawasaki ZR1000DAF,gas,7302,black,clean,other,,,,6980,2010,austin,harleydavidson
419,2010 Triumph Tiger 1050 ABS,gas,24421,,clean,other,,,,6996,2010,dallas,harleydavidson
420,2010 Yamaha R1 R 1 R-1  FOR ONLY,gas,11319,,clean,manual,excellent,,sport bike,9295,2010,dallas,harley
421,2010 Yamaha V star 950,gas,24000,black,clean,manual,like new,,touring,4900,2010,houston,hd
422,2010 can am spyder,gas,blue,street legal,clean,automatic,excellent,,trike,13500,2010,dallas,hd
423,2010 HONDA GOLDWING GL1800 WITH CALIFORNIA SIDECAR VIPER TRIKE KIT,,,,,,,,,24900,2010,dallas,hd
424,2011 *Harley-Davidson* *CVO* *Street* *Glide* *FLHXSE2*,other,20009,orange,clean,manual,,,,18472,2011,abilene,harley
425,2011 *Harley-Davidson* *FLSTC* *Heritage* *Softail*,other,16858,silver,clean,manual,,,,10874,2011,abilene,harley
426,2011 *Harley-Davidson* *Fat* *Boy* *Lo* *FLSTFB*,other,10158,,clean,,,,,13500,2011,abilene,harley
427,2011 *Harley-Davidson* *Forty-Eight* *XL1200X*,other,8157,black,clean,manual,,,,6900,2011,abilene,harley
428,2011 110 screaming eagle,gas,11000,black,clean,manual,like new,110,cruiser,18000,2011,amarillo,harley
429,2011 FATBOY LO,gas,7811,,,manual,,,,11000,2011,houston,harley
430,2011 H-D superglide in great condition,,,,,,,,,7700,2011,dallas,harley
431,2011 HARLEY DAVIDSON STREET GLIDE,gas,20000,custom,clean,manual,like new,1800,touring,13500,2011,dallas,harley
432,2011 HARLEY DAVIDSON STREET GLIDE FLHX103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,houston,harley
433,2011 HD STREET GLIDE 103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,dallas,harley
434,2011 HD Ultra Classic,gas,54123,black,clean,manual,excellent,,cruiser,10000,2011,houston,harleydavidson
435,2011 HD Ultra Limited,gas,29500,black,clean,manual,like new,103,cruiser,12500,2011,dallas,harleydavidson
436,2011 HD XL883L,gas,60878,blue,clean,manual,good,883,cruiser,4900,2011,amarillo,harleydavidson
437,2011 Harley Bagger and all aluminum trailer,gas,10500,black,clean,manual,excellent,103,cruiser,35000,2011,corpuschristi,harleydavidson
438,2011 Harley Davidson Road Glide Ultra,gas,33000,,clean,manual,excellent,,,14500,2011,dallas,harleydavidson
439,2011 Harley Davidson Road King,gas,10209,,clean,manual,excellent,97,touring,12000,2011,houston,harleydavidson
440,2011 Harley Davidson Road King Classic FLHRC,other,49821,red,clean,other,,,,10999,2011,dallas,harleydavidson
441,2011 Harley Davidson Softail Deluxe,gas,7800,black,clean,manual,excellent,96,cruiser,12995,2011,austin,harleydavidson
442,2011 Harley Davidson Sportster,gas,6068,black,clean,manual,excellent,1200,sport touring,7500,2011,amarillo,harleydavidson
443,2011 Harley Davidson Ultra Classic,gas,23393,black,clean,manual,like new,,cruiser,13000,2011,dallas,harleydavidson
444,2011 Harley Davidson streetglide,gas,33000,orange,clean,manual,excellent,,sport touring,13500,2011,amarillo,harleydavidson
445,2011 Harley Road Glide Ultra 103 - Extremely low miles,,,,,,,,,14000,2011,beaumont,honda
446,2011 Harley Street Glide Special,gas,26661,black,clean,manual,excellent,1687,cruiser,12900,2011,dallas,honda
447,2011 Harley-Davidson Electra Glide Ultra Limited FLHTK,gas,25457,,clean,manual,,,,16199,2011,corpuschristi,honda
448,2011 Harley-Davidson Softail Blackline FXS,gas,17533,,clean,manual,,,,12999,2011,corpuschristi,kawasaki
449,2011 Harley-Davidson® FLHTCU - Ultra Classic® Electra Glide®,,,,,,,,,13950,2011,austin,kawasaki
450,2011 Harley-Davidson® FLHTK - Electra Glide® Ultra Limited,,,,,,,,,11496,2011,austin,kawasaki
451,2011 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,11996,2011,dallas,kawasaki
452,2011 Harley-Davidson® FLSTSE2 - Screamin' Eagle Softail®,,,,,,,,,15950,2011,dallas,suzuki
453,2011 Harley-Davidson® FLTRX - Road Glide® Custom,,,,,,,,,13450,2011,austin,suzuki
454,2011 Harley-Davidson® FXDC - Dyna® Super Glide® Custom,,,,,,,,,9996,2011,dallas,suzuki
455,2011 Harley-Davidson® FXDWG - Dyna® Wide Glide®,,,,,,,,,9499,2011,dallas,suzuki
456,2011 Harley-Davidson® XL1200C - Sportster® 1200 Custom,,,,,,,,,7250,2011,dallas,suzuki
457,2011 Heritage Softail,gas,31500,black,clean,manual,like new,,touring,9500,2011,dallas,suzuki
458,2011 Honda 250,gas,Unknown,,clean,manual,excellent,250,dirtbike,3700,2011,dallas,triumph
459,2011 Honda CBR 250R Honda CBR 250R,Unknown,6673,red,clean,manual,,,,3499,2011,amarillo,yamaha
460,2011 KAWASAKI NINJA ZX-6R,gas,20610,,clean,manual,excellent,,sport bike,6890,2011,dallas,yamaha
461,2011 Kawasaki NINJA ZX1000,gas,32660,black,clean,other,,,,5980,2011,austin,yamaha
462,2011 Kawasaki Ninja  250R 250 R 250-R for $80/mo a month!,gas,16429,,clean,manual,excellent,,sport bike,3895,2011,dallas,harley
463,2011 Kawasaki Ninja ZX14 ZX 14 ZX-14 Ninja ZX 14 Ninja ZX-14,gas,14866,,clean,manual,excellent,,sport bike,8999,2011,beaumont,harley
464,2011 Kawasaki Vulcan Voyager v-twin 1700! only 3478 miles,gas,3478,blue,clean,manual,excellent,1700,touring,8500,2011,corpuschristi,honda
465,2011 Suzuki Boulevard C50T,gas,6842,,clean,manual,excellent,Unknown,,4999,2011,dallas,harleydavidson
466,2011 Suzuki GSX 1250,gas,7000,,,manual,like new,,sport touring,6900,2011,austin,bmw
467,2011 Suzuki GSXR 750,gas,20135,,,manual,excellent,,sport bike,7500,2011,dallas,bmw
468,2011 Suzuki GSXR1000 GSXR 1000 GSXR-1000  FOR ONLY,gas,17408,,clean,manual,excellent,,standard,9295,2011,dallas,bmw
469,2011 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,28044,,clean,manual,excellent,,sport bike,7699,2011,dallas,ducati
470,2011 Suzuki GSXR750 GSXR 750 GSXR-750 GSX R750 GSX-R750,gas,20139,,clean,manual,excellent,,sport bike,8299,2011,amarillo,ducati
471,2011 Yamaha FZ8,gas,12900,,,manual,new,,,3000,2011,austin,harley
472,2011 Yamaha FZ8 Naked Sportbike - Pristine Condition!,,,,,,,,,4900,2011,dallas,harley
473,2012  GOLDWING 1800 RAZOR (IRS) MOTOR TRIKE - LIKE NEW -ONLY 13K MILES,,,,,,,,,25900,2012,houston,hd
474,2012 *HARLEY-DAVIDSON* *FLS SOFTAIL SLIM *NICE UPGRADES!!!,,,,,,,,,9995,2012,waco,harley
475,2012 *Harley-Davidson* *FLHTCUTG* *Tri* *Glide* *Ultra*,other,4690,blue,clean,manual,,,,24752,2012,abilene,harley
476,2012 *Harley-Davidson* *FXDWG* *Wide* *Glide*,other,12096,black,clean,manual,,,,10984,2012,abilene,harley
477,2012 BMW G650GS Enduro,gas,11500,white,clean,manual,good,650,dual-sport,5500,2012,houston,harley
478,2012 BMW K 1600 GTL,gas,13573,silver,clean,other,,,,11450,2012,dallas,harley
479,2012 BMW S1000 S 1000 S-1000 RR,gas,42434,,,manual,excellent,,sport bike,9499,2012,dallas,harley
480,2012 BMW S1000RR,gas,9300,black,clean,manual,excellent,1000,sport bike,13000,2012,beaumont,harley
481,2012 CANAM SPYDER RS SM5,gas,15838,red,clean,manual,good,990,trike,8295,2012,houston,harley
482,2012 Can AM RSS Spyder,gas,45000,green,clean,automatic,excellent,,sport bike,8500,2012,dallas,harley
483,2012 Can-Am® Spyder RT SM5,gas,20062,,clean,other,,,,13950,2012,sanantonio,harley
484,2012 Ducati Streetfighter 848,gas,7394,black,clean,manual,excellent,850,sport bike,6995,2012,sanantonio,harley
485,2012 Ducati Superbike 848 EVO,gas,6439,red,clean,other,,,,10750,2012,dallas,harley
486,2012 Electra Glide Ultra Classic,other,71000,,,other,good,,,6295,2012,houston,harley
487,2012 FJR 1300,,,,,,,,,5700,2012,houston,harley
488,2012 FLHTP Electra Glide,gas,54000,black,clean,manual,good,1640,touring,7000,2012,dallas,harley
489,2012 Genuine Buddy 170i,gas,7730,green,clean,automatic,good,,scooter,1800,2012,austin,harley
490,2012 HARLEY CUSTOM ROAD GLIDE,gas,9253,,clean,manual,excellent,107,,45000,2012,beaumont,harleydavidson
491,2012 HARLEY DAVIDSON V-ROD,gas,10875,black,clean,manual,excellent,1250,cruiser,11450,2012,dallas,harleydavidson
492,2012 Harley Davidson 1200cc Sportster,gas,6522,,,manual,,,,6900,2012,mcallen,harleydavidson
493,2012 Harley Davidson Forty Eight,gas,18960,black,clean,manual,like new,1200,bobber,9300,2012,corpuschristi,harleydavidson
494,2012 Harley Davidson Softail,gas,44054,blue,clean,other,,103,,15000,2012,dallas,harleydavidson
495,2012 Harley Davidson Softail Deluxe,gas,13712,custom,clean,manual,like new,1690,sport touring,11500,2012,abilene,harleydavidson
496,2012 Harley Davidson Street Glide FLHX,gas,24201,black,clean,manual,excellent,,touring,15000,2012,houston,harleydavidson
497,2012 Harley Davidson Tri Glide Ultra Classic FLHTCUTG,gas,28178,red,clean,manual,excellent,,touring,22000,2012,corpuschristi,harleydavidson
498,2012 Harley Davidson Tri-Glide,gas,37021,black,,manual,like new,106,,25000,2012,dallas,harleydavidson
499,2012 Harley Davidson Triglide,gas,5031,red,clean,manual,like new,103,trike,22500,2012,houston,harleydavidson
500,2012 Harley-Davidson Dyna Fat Bob FXDF103,gas,6953,black,clean,manual,,,,12599,2012,sanantonio,harleydavidson
501,2012 Harley-Davidson® FLHRC - Road King® Classic,,,,,,,,,12996,2012,dallas,honda
502,2012 Harley-Davidson® FLHTC - Electra Glide® Classic,,,,,,,,,9999,2012,dallas,honda
503,2012 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,13950,2012,dallas,honda
504,2012 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,13950,2012,dallas,honda
505,2012 Harley-Davidson® FLSTC - Heritage Softail® Classic,,,,,,,,,9990,2012,dallas,honda
506,2012 Harley-Davidson® FLSTFB - Softail® Fat Boy® Lo,,,,,,,,,9999,2012,dallas,honda
507,2012 Harley-Davidson® FLTRX - Road Glide® Custom,,,,,,,,,14996,2012,dallas,honda
508,2012 Harly Davidson Ultraclasic,gas,10000,black,clean,manual,excellent,,sport touring,12800,2012,houston,kawasaki
509,2012 Honda CBR 600RR,gas,21073,grey,clean,manual,like new,600,,8000,2012,austin,kawasaki
510,2012 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,17435,,clean,manual,excellent,,sport bike,8249,2012,dallas,kawasaki
511,2012 Kawasaki Concours 14 ABS,,,,,,,,,5799,2012,dallas,suzuki
512,2012 Kawasaki Ninja ZX14R ZX 14 R ZX-14-R Ninja ZX 14R Ninja ZX-14R,gas,14042,,clean,manual,excellent,,sport bike,9299,2012,beaumont,suzuki
513,2012 Kawasaki Ninja ZX6R ZX 6 R ZX-6-R Ninja ZX 6R Ninja ZX-6R,gas,20610,,clean,manual,excellent,,sport bike,7649,2012,dallas,suzuki
514,2012 Kawasaki Ninja® 1000,gas,4265,green,clean,other,,,,6990,2012,austin,suzuki
515,2012 Kawasaki Z1000  -Finance it with Instant Credit Approval!,,,,,,,,,5995,2012,dallas,suzuki
516,2012 Street Glide alternative,other,71000,,,manual,good,,,6295,2012,houston,triumph
517,2012 Suzuki Boulevard C50 T Classic,gas,Unknown,red,clean,other,,,,6950,2012,dallas,triumph
518,2012 Suzuki DR650,gas,35000,grey,clean,manual,excellent,650,dual-sport,4000,2012,austin,triumph
519,2012 Suzuki GSXR GSX R GSX-R 1000 for $206/mo a month!,gas,22950,,clean,manual,excellent,,sport bike,9999,2012,dallas,victory
520,2012 Suzuki V-Strom 1000 Adventure  -Premium Dealer!,gas,17159,,clean,manual,excellent,,dual-sport,6995,2012,dallas,victory
521,2012 Suzuki Vstrom 650 DL650 loaded with extras,gas,16900,black,clean,manual,excellent,650,sport touring,4800,2012,austin,yamaha
522,2012 Triumph Daytona 675 R,gas,10000,,clean,manual,,,,5000,2012,austin,yamaha
523,2012 Triumph Rocket III,gas,8233,black,clean,manual,excellent,2300,street,6500,2012,dallas,yamaha
524,2012 ULTRA LIMITED CLASSIC,gas,26000,black,clean,manual,excellent,103,touring,13500,2012,dallas,yamaha
525,2012 Yamaha V Star 950 Tourer V Twin 942 cc,Unknown,22852,black,clean,manual,,,,5499,2012,dallas,harleydavidson
526,2012 Yamaha YZFR1 YZFR 1 YZFR-1 Anniversary  YZF R1 Anniversary  YZF-,gas,21932,,clean,manual,excellent,,sport bike,10149,2012,abilene,harleydavidson
527,2012 Yamaha YZFR6 YZFR 6 YZFR-6 YZF R6 YZF-R6,gas,8587,,clean,manual,excellent,,sport bike,8999,2012,amarillo,harleydavidson
528,2012 yahmaha FZ8,gas,32000,,,manual,,,,4200,2012,beaumont,harleydavidson
529,2013 *Harley-Davidson* *Dyna* *Super* *Glide* *Custom*,other,9092,blue,clean,,,,,10374,2013,abilene,kawasaki
530,2013 *Harley-Davidson* *FXDF* *Dyna* *Fat*,other,4098,black,clean,manual,,,,11981,2013,abilene,bmw
531,2013 *Harley-Davidson* *Softail* *Slim*,other,10838,black,clean,manual,,,,12542,2013,abilene,bmw
532,2013 *Harley-Davidson* *VRSCF* *V-Rod*,other,12388,black,clean,manual,,,,13800,2013,abilene,bmw
533,2013 *Harley-Davidson* *XL1200C *NICE UPGRADES!!!* Blac,,,,,,,,,6995,2013,waco,bmw
534,2013 *Kawasaki* *Ninja* ** *650R*,other,3784,white,clean,manual,,,,6950,2013,abilene,canam
535,2013 BMW K1600 GTL,gas,9947,custom,clean,manual,like new,1649,touring,14100,2013,easttexas,canam
536,2013 BMW R 1200 R,gas,75874,blue,clean,other,,,,7950,2013,austin,ducati
537,2013 Can-Am® Spyder® ST-S SM5,gas,9657,yellow,clean,other,,,,12750,2013,dallas,harley
538,2013 Ducati 848 EVO 848  EVO Superbike,gas,10321,,clean,manual,excellent,,sport bike,9399,2013,dallas,hd
539,2013 Goldwing Bagger,gas,3475,silver,clean,manual,excellent,1800,other,17000,2013,houston,harley
540,"2013 HARLEY DAVIDSON HERITAGE SOFTAIL ""3,215 MILES""",gas,3214,red,clean,manual,excellent,103,cruiser,10000,2013,houston,harley
541,2013 HD BREAKOUT,gas,23800,blue,clean,manual,excellent,,street,12995,2013,houston,harley
542,2013 Harley Davidson Black Street Glide FLHX,gas,34217,black,clean,other,,103,,13500,2013,dallas,harley
543,2013 Harley Davidson FXDC Super Glide Custom,gas,4000,black,clean,manual,like new,,cruiser,9500,2013,houston,harley
544,2013 Harley Davidson Fat Boy,gas,7200,black,clean,manual,like new,,cruiser,12800,2013,corpuschristi,harley
545,2013 Harley Davidson Road Glide 21k miles,gas,21000,red,clean,manual,like new,103,touring,15000,2013,dallas,harley
546,"2013 Harley Davidson Ultra 9,600 Miles",gas,9600,black,clean,manual,new,103,touring,15500,2013,dallas,harley
547,2013 Harley Davidson Ultra Classic,,,,,,,,,12000,2013,sanantonio,harley
548,2013 Harley Softail slim,,,,,,,,,10000,2013,austin,harleydavidson
549,2013 Harley-Davidson Electraglide,gas,30000,white,lien,manual,excellent,,touring,12000,2013,easttexas,harleydavidson
550,2013 Harley-Davidson FLTRX,gas,29500,black,clean,manual,excellent,1450,touring,19100,2013,dallas,harleydavidson
551,2013 Harley-Davidson Road Glide Custom FLTRX103,gas,17526,black,clean,manual,,,,16999,2013,corpuschristi,harleydavidson
552,2013 Harley-Davidson Road King FLHR103,gas,18988,,clean,manual,,,,18469,2013,corpuschristi,harleydavidson
