,Unnamed: 0,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
230,230,2006 HARLEY DAVIDSON ULTRA CLASSIC ELECTRAGLIDE FLHTCUI,gas,37126,black,clean,manual,good,,street,9500,2006,Dallas,Harley Davidson
231,231,2006 HD Deluxe Softtail,gas,12500,custom,clean,manual,like new,1450,cruiser,9000,2006,Dallas,Harley Davidson
232,232,2006 HD FXDL Dyna Low Rider,gas,15969,black,clean,manual,excellent,1556,sport bike,7500,2006,Houston,Harley Davidson
233,233,2006 HD Fat Boy CVO Screaming Eagle,gas,6457,custom,,manual,excellent,,cruiser,9750,2006,Dallas,Harley Davidson
234,234,2006 HONDA DFT GOLDWING TRIKE Honda DFT GOLDWING TRIKE,Unknown,74221,custom,clean,other,,,,19999,2006,Abilene,Honda
235,235,2006 Harley,,,,,,,,,9900,2006,Corpus Christi,Harley Davidson
236,236,2006 Harley Davidson XL Sportster 1200 Custom Bobber,gas,14050,custom,clean,manual,like new,1200,bobber,5000,2006,Dallas,Harley Davidson
237,237,2006 Harley-Davidson Electra Glide,gas,54021,black,clean,manual,good,,cruiser,6795,2006,Dallas,Harley Davidson
238,238,2006 Harley-Davidson® FLHTPI - Electra Glide® Police,,,,,,,,,8999,2006,Dallas,Harley Davidson
239,239,2006 Harley-Davidson® FLST - Softail® Heritage,,,,,,,,,8750,2006,San Antonio,Harley Davidson
240,240,2006 Harley-Davidson® FXDI35 - Dyna® 35th Anniv. Super Glide,,,,,,,,,11996,2006,Dallas,Harley Davidson
241,241,2006 Harley-Davidson® FXDWGI - Dyna® Wide Glide®,,,,,,,,,7590,2006,Dallas,Harley Davidson
242,242,2006 Honda CBR600RR,,,,,,,,,5500,2006,Dallas,Honda
243,243,2006 Honda Goldwing 1800,gas,12002,,,manual,,,,13500,2006,Dallas,Honda
244,244,2006 Honda Goldwing 1800 Navigation & More!,gas,74344,silver,clean,manual,excellent,1832,touring,9995,2006,Corpus Christi,Honda
245,245,2006 Honda ST1300 Pan European,gas,75000,black,clean,manual,good,1261,sport touring,3900,2006,Austin,Honda
246,246,2006 Honda Shadow Aero,gas,13000,orange,clean,automatic,excellent,750,cruiser,4000,2006,Houston,Honda
247,247,2006 Honda VTX 1300 R Honda VTX 1300 R,Unknown,37350,custom,clean,manual,,,,5999,2006,Abilene,Honda
248,248,2006 Honda VTX 1800,gas,35000,,,manual,excellent,1800,cruiser,6000,2006,Austin,Honda
249,249,2006 Honda shadow aero VT750C,gas,111111,,,manual,good,,chopper,3800,2006,Corpus Christi,Honda
250,250,2006 Honda® VTX 1300 R,Unknown,37350,custom,clean,manual,,,,4499,2006,Dallas,Honda
251,251,2006 Kawasaki Ninja ZX-6R,gas,30000,black,clean,manual,good,600,sport bike,4000,2006,Dallas,Kawasaki
252,252,2006 Kawasaki Ninja® ZX-6R,gas,32689,blue,clean,other,,,,4996,2006,Austin,Kawasaki
253,253,2006 Kawasaki Vulcan 500 LTD  -Premium Dealer!,,,,,,,,,2495,2006,Houston,Kawasaki
254,254,2006 Kawasaki ninja 650,gas,10000,,,manual,,,,3500,2006,Beaumont,Kawasaki
255,255,2006 Suzuki Cruiser Boulevard C50,gas,11716,silver,clean,manual,excellent,820,cruiser,4200,2006,Dallas,Suzuki
256,256,2006 Suzuki GSXR 750,gas,15000,white,missing,manual,fair,750,sport bike,5650,2006,Dallas,Suzuki
257,257,2006 Suzuki Hayabusa,gas,13000,,,manual,,,,8300,2006,Dallas,Suzuki
258,258,2006 Suzuki VZR-1800,gas,11,,,manual,,,,3500,2006,Dallas,Suzuki
259,259,2006 Victory Motorcycles Kingpin® V Twin 1634 cc,,,,,,,,,6985,2006,Corpus Christi,Victory
260,260,2006 Victory Vegas with apes,gas,14000,,clean,manual,,,cruiser,5000,2006,Waco,Victory
261,261,2006 YAMAHA STRATOLINER,gas,23000,red,clean,manual,good,,cruiser,5800,2006,East Texas,Yamaha
262,262,2006 Yamaha,,1959,,,,good,,,2700,2006,Austin,Yamaha
263,263,2006 Yamaha Road Star,gas,17225,silver,clean,manual,excellent,1700,cruiser,4750,2006,Houston,Yamaha
264,264,2006 Yamaha Road Star Silverado V Twin 1670 cc,,,,,,,,,4999,2006,Dallas,Yamaha
265,265,2006 Yamaha Warrior  -Finance it with Instant Credit Approval!,,,,,,,,,4995,2006,Houston,Yamaha
266,266,2006 honda shadow areo,,,,,,,,,2500,2006,East Texas,Honda
267,267,2007 HARLEY DAVIDSON HERITAGE,gas,6000,black,clean,manual,like new,1650,,8950,2007,Houston,Harley Davidson
268,268,2007 HD 883 sportster,gas,28700,black,clean,manual,excellent,,standard,5300,2007,Amarillo,Harley Davidson
269,269,2007 Harley Davidson Dyna Super Glide,gas,9023,black,clean,manual,good,1573,cruiser,9000,2007,Austin,Harley Davidson
270,270,2007 Harley Davidson FLHX Street Glide,gas,34400,,clean,manual,excellent,96,sport touring,8000,2007,Austin,Harley Davidson
271,271,2007 Harley Davidson Night Train,gas,6900,black,clean,manual,excellent,1584,cruiser,10000,2007,Houston,Harley Davidson
272,272,2007 Harley Davidson Sportster 1200 Custom,gas,18000,,clean,manual,good,,cruiser,4200,2007,Austin,Harley Davidson
273,273,2007 Harley Davidson Street Glide,gas,43000,black,clean,manual,excellent,1584,touring,10900,2007,Houston,Harley Davidson
274,274,2007 Harley FLHTCU,gas,36635,,,manual,good,,touring,9500,2007,Dallas,Harley Davidson
275,275,2007 Harley Heritage Classic,gas,16049,black,clean,manual,like new,,cruiser,9000,2007,Dallas,Harley Davidson
276,276,2007 Harley Nightster,gas,11418,,clean,manual,good,1200,cruiser,6500,2007,Dallas,Harley Davidson
277,277,2007 Harley Sportster,gas,12,,,manual,,,,4499,2007,Dallas,Harley Davidson
278,278,2007 Harley Sportster 1200cc..Very nice..,gas,12,,,manual,,,,7000,2007,Dallas,Harley Davidson
279,279,2007 Harley-Davidson Dyna FXDB - Street Bob V Twin 1573.2 cc,,,,,,,,,7499,2007,Dallas,Harley Davidson
280,280,2007 Harley-Davidson FLSTC Heritage Softail Classic,gas,7385,custom,clean,manual,like new,1584,touring,10000,2007,Corpus Christi,Harley Davidson
281,281,2007 Harley-Davidson Fat Boy,gas,18400,black,clean,manual,excellent,,cruiser,8695,2007,Dallas,Harley Davidson
282,282,2007 Harley-Davidson® FLTR - Road Glide®,,,,,,,,,8990,2007,San Antonio,Harley Davidson
283,283,2007 Harley-Davidson® FXDSE - Screamin' Eagle Dyna® CVO,,,,,,,,,11950,2007,Dallas,Harley Davidson
284,284,2007 Harley-Davidson® FXDWG - Dyna® Wide Glide,,,,,,,,,8996,2007,Dallas,Harley Davidson
285,285,2007 Honda CBR 600RR  -Finance it with Instant Credit Approval!,,,,,,,,,8995,2007,Dallas,Honda
286,286,2007 Honda CBR 600RR 600 RR 600-RR for $148/mo a month!,gas,13920,,clean,manual,excellent,,sport bike,7195,2007,Dallas,Honda
287,287,2007 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,32934,,clean,automatic,excellent,,standard,5495,2007,Dallas,Honda
288,288,2007 Honda CBR600RR CBR 600 RR CBR-600-RR  FOR ONLY,,,,,,,,,5995,2007,Dallas,Honda
289,289,2007 Honda CRF150 F,gas,1000,red,clean,manual,excellent,,dirtbike,1695,2007,Corpus Christi,Honda
290,290,2007 Honda Motorcycle,gas,7442,,,automatic,like new,,other,5000,2007,Mcallen,Honda
291,291,2007 Honda Rebel 250,,,,,,,,,2300,2007,Austin,Honda
292,292,2007 Honda Ruckus  -Finance it with Instant Credit Approval!,,,,,,,,,1495,2007,Dallas,Honda
293,293,2007 Honda Shadow 750,gas,5255,black,clean,manual,good,750,cruiser,4000,2007,Dallas,Honda
294,294,2007 Honda Shadow Aero For Sale or Trade,gas,2750,black,clean,manual,like new,750,,4250,2007,Houston,Honda
295,295,2007 Honda Touring GL18HPN GOLDWING TRIKE Audio Comfort Navi,gas,27433,black,clean,manual,like new,1800,trike,10900,2007,Houston,Honda
296,296,2007 Honda VTX,gas,28000,black,clean,manual,good,1300,cruiser,4500,2007,East Texas,Honda
297,297,2007 Honda VTX 1300,gas,20000,black,clean,manual,excellent,,cruiser,4500,2007,Houston,Honda
298,298,2007 Honda crx250,gas,200,red,clean,manual,good,,dirtbike,1800,2007,Abilene,Honda
299,299,2007 Kawasaki Eliminator 125,gas,5400,silver,clean,manual,good,125,cruiser,1100,2007,Dallas,Kawasaki
300,300,2007 SUZUKI M109R - LOOKS AND RUNS PERFECT,,,,,,,,,6900,2007,Houston,Suzuki
301,301,2007 Suzuki Bandit 1250,gas,13170,red,clean,manual,fair,1250,sport touring,2900,2007,Dallas,Suzuki
302,302,2007 Suzuki DL1000 VSTROM,gas,11139,black,clean,manual,excellent,1000,dual-sport,4500,2007,Dallas,Suzuki
303,303,2007 Suzuki DRZ400S Supermoto,gas,5200,,missing,manual,,,,4000,2007,Austin,Suzuki
304,304,2007 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,23765,,clean,manual,excellent,,sport bike,6799,2007,Dallas,Suzuki
305,305,2007 Suzuki Hayabusa,gas,18000,,,manual,excellent,,,7500,2007,Dallas,Suzuki
306,306,2007 Yamaha FZ1,gas,26000,,,manual,,,,5486,2007,Dallas,Yamaha
307,307,2007 Yamaha Majesty 400cc,diesel,15000,blue,clean,automatic,good,,,2800,2007,San Antonio,Yamaha
308,308,2007 Yamaha Majesty 400cc touring,diesel,15000,blue,clean,automatic,good,,,2800,2007,Corpus Christi,Yamaha
309,309,2007 Yamaha R1,gas,3865,red,clean,manual,like new,1000,sport bike,9500,2007,Dallas,Yamaha
310,310,2007 Yamaha Roadliner,gas,18211,blue,clean,other,,,,6450,2007,Corpus Christi,Yamaha
311,311,2007 Yamaha Royal Star,gas,30582,black,rebuilt,manual,good,,touring,5950,2007,East Texas,Yamaha
312,312,2007 Yamaha Royal Venture 1300,,,,,,,,,7500,2007,Dallas,Yamaha
313,313,2007 Yamaha V Star 1100 Classic V Twin 1063 cc,,,,,,,,,3999,2007,Dallas,Yamaha
314,314,2007 Yamaha Vstar 1100,,,,,,,,,2450,2007,Dallas,Yamaha
315,315,2007 harley davidson ultra classic,gas,10500,black,clean,manual,like new,1584,touring,9500,2007,San Antonio,Harley Davidson
316,316,2007 yamaha R1 motorcycle,gas,35000,,,manual,,,,7500,2007,Beaumont,Yamaha
317,317,2008 *Suzuki* *Boulevard* *C50* *VL800*,other,31100,blue,clean,automatic,,,,3991,2008,Abilene,Suzuki
318,318,2008 BMW K 1200 S  -Finance it with Instant Credit Approval!,,,,,,,,,5995,2008,Dallas,BMW
319,319,2008 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUE,gas,58461,black,clean,manual,good,1573,touring,11400,2008,Houston,Harley Davidson
320,320,2008 HD Night Rod Special,,,,,,,,,9000,2008,Dallas,Harley Davidson
321,321,2008 HD ULTRA CLASSIC ELECTRAGLIDE FLHTCU,gas,58461,black,clean,manual,good,1573,touring,11400,2008,Dallas,Harley Davidson
322,322,2008 Harley Davidson  ultra,gas,29000,red,clean,manual,excellent,1540,street,9500,2008,Houston,Harley Davidson
323,323,2008 Harley Davidson Flhtcuse3 Ultra Classic – CVO – Screamin Eagle An,gas,23426,orange,clean,manual,like new,,touring,15500,2008,Austin,Harley Davidson
324,324,2008 Harley Davidson Road King Police,gas,14562,black,clean,manual,excellent,,touring,13500,2008,Dallas,Harley Davidson
325,325,2008 Harley Davidson Rocker C FXCWC,gas,30719,blue,clean,manual,excellent,,touring,10000,2008,Dallas,Harley Davidson
326,326,2008 Harley Davidson XL1200C Sportster,gas,14000,white,clean,manual,excellent,1200,cruiser,6500,2008,Houston,Harley Davidson
327,327,"2008 Harley Davidson, Dyna-Super Glide Custom",gas,17934,yellow,clean,manual,excellent,103,cruiser,8000,2008,East Texas,Harley Davidson
328,328,2008 Harley Electraglide CVO Screamin Eagle Ultra Classic,gas,58000,white,clean,manual,excellent,Unknown,touring,12500,2008,East Texas,Harley Davidson
329,329,2008 Harley Heritage Softail,gas,29000,red,clean,manual,excellent,1540,street,8000,2008,Beaumont,Harley Davidson
330,330,2008 Harley Ulta Classic,gas,65000,black,clean,manual,excellent,,,9500,2008,Dallas,Harley Davidson
331,331,2008 Harley-Davidson FLHRC - Road King Classic  -Premium Dealer!,,,,,,,,,7995,2008,Dallas,Harley Davidson
332,332,2008 Harley-Davidson FLHX - Street Glide  -Premium Dealer!,,,,,,,,,12995,2008,Dallas,Harley Davidson
333,333,2008 Harley-Davidson Softail Fat Boy FLSTF,gas,19470,,clean,manual,,,,12614,2008,Corpus Christi,Harley Davidson
334,334,2008 Harley-Davidson Sportster 883 Low XL883L,gas,6745,,clean,manual,,,,9804,2008,Corpus Christi,Harley Davidson
335,335,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic®,,,,,,,,,9499,2008,Dallas,Harley Davidson
336,336,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® 105th,,,,,,,,,10290,2008,Dallas,Harley Davidson
337,337,2008 Harley-Davidson® FLSTC - Heritage Softail® Classic,,,,,,,,,9850,2008,Dallas,Harley Davidson
338,338,2008 Harley-Davidson® FLSTF - Softail® Fat Boy®,,,,,,,,,8750,2008,Dallas,Harley Davidson
339,339,2008 Harley-Davidson® FLSTF - Softail® Fat Boy® 105th Anniversary,,,,,,,,,10750,2008,Dallas,Harley Davidson
340,340,2008 Harley-Davidson® FXSTC - Softail® Custom 105th Anniversary,,,,,,,,,9750,2008,Dallas,Harley Davidson
341,341,2008 Harley-Davidson® XL 1200L - Sportster® 1200 Low 105th,,,,,,,,,5999,2008,Dallas,Harley Davidson
342,342,2008 Honda CBR 1000RR *priced to Sell*,gas,6056,,clean,manual,excellent,,sport bike,6500,2008,Beaumont,Honda
343,343,2008 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,16379,,clean,automatic,excellent,,standard,7995,2008,Dallas,Honda
344,344,2008 Honda CBR600RR,gas,8000,,,manual,,,,4500,2008,Austin,Honda
345,345,2008 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,20907,,clean,manual,good,,sport bike,7399,2008,Dallas,Honda
346,346,2008 Honda Gold Wing Roadsmith Trike,Unknown,23125,Unknown,clean,manual,,,,24999,2008,Amarillo,Honda
347,347,"2008 Honda Goldwing - Only 1,300 actual miles",,,,,,,,,13000,2008,Houston,Honda
348,348,2008 Honda Goldwing GL1800 (Model VIIA-IICM),,,,,,,,,10500,2008,Waco,Honda
349,349,2008 Honda XR650L,gas,2900,red,clean,manual,excellent,650,dual-sport,4600,2008,San Antonio,Honda
350,350,2008 Honda® Gold Wing® - GL1800HPNM8,Unknown,23125,Unknown,clean,manual,,,,10996,2008,Dallas,Honda
351,351,2008 Kawasaki Vulcan 900,gas,12000,silver,clean,manual,excellent,900,cruiser,3150,2008,Brownsville,Kawasaki
352,352,2008 Kawasaki Vulcan 900 Classic LT,gas,8300,red,clean,manual,excellent,900,cruiser,4700,2008,Dallas,Kawasaki
353,353,2008 Suzuki GSX-R 1000,gas,5400,black,clean,manual,like new,,sport bike,10200,2008,Austin,Suzuki
354,354,2008 Triumph Speedmaster 900,gas,3000,,,manual,,,,4000,2008,Dallas,Triumph
355,355,2008 Victory Motorcycles® Hammer,gas,18970,,clean,other,,100,,7450,2008,Dallas,Victory
356,356,2008 Yamaha Raider 1900,gas,15000,,,manual,,1850,chopper,6500,2008,Corpus Christi,Yamaha
357,357,2008 Yamaha Road Star,gas,52465,blue,clean,manual,excellent,,,5499,2008,Dallas,Yamaha
358,358,2008 honda goldwing,gas,56000,red,clean,manual,like new,1800,cruiser,7995,2008,Beaumont,Honda
359,359,2009 BMW R 1200 GSA,gas,67530,red,clean,manual,excellent,1200,dual-sport,8300,2009,Beaumont,BMW
360,360,2009 HARLEY DAVIDSON FLHX STREET GLIDE,gas,36877,,clean,other,,96,,12999,2009,Dallas,Harley Davidson
361,361,2009 HARLEY DAVIDSON ROAD KING CLASSIC,gas,56845,custom,clean,automatic,,,,11999,2009,Houston,Harley Davidson
362,362,2009 HD FLHTCU,gas,83679,black,clean,manual,good,,cruiser,7900,2009,Amarillo,Harley Davidson
363,363,2009 Harley Davidson,gas,16500,blue,clean,manual,excellent,,touring,9000,2009,Houston,Harley Davidson
364,364,2009 Harley Davidson Dyna Superglide,,,,,,,,,6500,2009,Austin,Harley Davidson
365,365,2009 Harley Davidson EltraGlide Ultra Classic,,,,,,,,,9600,2009,Corpus Christi,Harley Davidson
366,366,2009 Harley Davidson FLSTC 96 CI,gas,81419,,rebuilt,manual,,,,6000,2009,Dallas,Harley Davidson
367,367,2009 Harley Davidson Sportster XL1200 Nightster,gas,5397,black,clean,manual,excellent,1200,street,7195,2009,Waco,Harley Davidson
368,368,2009 Harley Davidson Street Glide,gas,18934,black,clean,manual,excellent,,cruiser,11500,2009,Corpus Christi,Harley Davidson
369,369,"2009 Harley Davidson Ultra Classic, Low Miles, Tons of Custom Mods",gas,21000,black,clean,manual,excellent,,cruiser,11500,2009,Beaumont,Harley Davidson
370,370,2009 Harley Davidson Ultra Glide,gas,31102,black,clean,other,,96,,8200,2009,Dallas,Harley Davidson
371,371,2009 Harley Davidson nightster 1200 good condition,gas,11000,,,manual,,1200,,6800,2009,Houston,Harley Davidson
372,372,2009 Harley FLHT,gas,18898,black,clean,manual,excellent,96,,8750,2009,Waco,Harley Davidson
373,373,2009 Harley Nighster 1200xl,gas,10000,orange,clean,manual,excellent,1200,street,7000,2009,Amarillo,Harley Davidson
374,374,2009 Harley Softail Heritage,gas,10000,,clean,manual,like new,,,100000,2009,Houston,Harley Davidson
375,375,2009 Harley Sportster Custom 883,gas,22000,,,manual,,,,7000,2009,Dallas,Harley Davidson
376,376,2009 Harley Street Glide bagger,,,,,,,,,22000,2009,Houston,Harley Davidson
377,377,2009 Harley Ultra Classic FLHTCU,gas,53000,,clean,manual,good,1584,touring,10500,2009,Houston,Harley Davidson
378,378,2009 Harley softail Rocker,gas,24674,custom,clean,manual,excellent,96,sport touring,8250,2009,Corpus Christi,Harley Davidson
379,379,2009 Harley softail rocker,gas,24764,custom,clean,manual,good,96,sport touring,8250,2009,Dallas,Harley Davidson
380,380,2009 Harley-Davidson Dyna Fat Bob FXDF,,,,,,,,,10944,2009,San Antonio,Harley Davidson
381,381,2009 Harley-Davidson Dyna Street Bob,gas,18586,,clean,manual,excellent,,sport bike,8999,2009,Beaumont,Harley Davidson
382,382,2009 Harley-Davidson FXD - Dyna Super Glide  -Premium Dealer!,,,,,,,,,5995,2009,Houston,Harley Davidson
383,383,2009 Harley-Davidson Heritage Softail Classic FLSTC,gas,28289,red,clean,manual,,,,11599,2009,San Antonio,Harley Davidson
384,384,2009 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,50678,black,clean,manual,,,,12374,2009,Corpus Christi,Harley Davidson
385,385,2009 Harley-Davidson XR1200 - Sportster XR1200  -Premium Dealer!,,,,,,,,,6995,2009,Dallas,Harley Davidson
386,386,2009 Harley-Davidson® FLHR - Road King®,,,,,,,,,8499,2009,Dallas,Harley Davidson
387,387,2009 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® Trike,,,,,,,,,20950,2009,Dallas,Harley Davidson
388,388,2009 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,12950,2009,Dallas,Harley Davidson
389,389,2009 Harley-Davidson® FXCW - Rocker,,,,,,,,,10750,2009,Dallas,Harley Davidson
390,390,2009 Harley-Davidson® XL1200C - Sportster® 1200 Custom,,,,,,,,,5850,2009,Dallas,Harley Davidson
391,391,2009 Honda CBR600rr CBR 600rr,gas,11000,green,clean,manual,excellent,600,sport bike,7000,2009,Dallas,Honda
392,392,2009 Honda CRF 80F,,,,,,,,,1500,2009,Austin,Honda
393,393,2009 Honda CRF150RB,gas,Unknown,,,manual,good,150,dirtbike,2800,2009,Dallas,Honda
394,394,2009 Honda Rebel 250,gas,13000,black,clean,manual,good,250,,2500,2009,Austin,Honda
395,395,2009 Honda ST1300 PA -- SOLD,,,,,,,,,4799,2009,Dallas,Honda
396,396,2009 Honda VTX 1300 T V Twin 1312 cc,Unknown,28900,grey,clean,manual,,,,4999,2009,Dallas,Honda
397,397,2009 Kawasaki Concours 14,gas,32942,red,clean,automatic,excellent,1352,sport touring,4500,2009,Houston,Kawasaki
398,398,2009 Kawasaki KX85,gas,100,,,manual,good,85,dirtbike,1800,2009,Dallas,Kawasaki
399,399,2009 Kawasaki Versys 650,gas,21739,green,clean,manual,good,650,dual-sport,4000,2009,Austin,Kawasaki
400,400,2009 Kawasaki Vulcan® 900 Classic,gas,39282,red,clean,other,,,,4299,2009,Dallas,Kawasaki
401,401,2009 Suzuki Blvd C50T,gas,17912,black,clean,manual,excellent,805,cruiser,5100,2009,Houston,Suzuki
402,402,2009 Suzuki GS500F,gas,4800,black,clean,manual,good,500,standard,3700,2009,Beaumont,Suzuki
403,403,2009 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,12996,,clean,manual,excellent,,sport bike,9299,2009,Corpus Christi,Suzuki
404,404,2009 Yamaha 250 V-Star,gas,20746,purple,clean,manual,like new,250,cruiser,4000,2009,Dallas,Yamaha
405,405,2009 Yamaha V-Star 1300,gas,24000,,clean,manual,excellent,,cruiser,4000,2009,Houston,Yamaha
406,406,2009 Yamaha VStar 1300,gas,14345,black,clean,other,excellent,1300,cruiser,4100,2009,Dallas,Yamaha
407,407,2009 Yamaha YZF R6 Horizontal In-line 599 cc,Unknown,25645,blue,clean,manual,,,,6499,2009,Dallas,Yamaha
408,408,2010 Ducati StreetFighter  -Finance it with Instant Credit Approval!,,,,,,,,,7995,2010,Amarillo,Ducati
409,409,2010 H-D 1200 Low Sportster,,,,,,,,,5800,2010,Austin,Harley Davidson
410,410,2010 Harley Davidson Electra Glide Ultra Limited,gas,37356,red,clean,manual,excellent,1800,touring,12300,2010,Houston,Harley Davidson
411,411,2010 Harley Davidson Wide Glide with stage 2 big bore kit,gas,17751,black,clean,manual,excellent,1690,cruiser,10500,2010,San Antonio,Harley Davidson
412,412,2010 Harley Road King,gas,6300,black,clean,manual,excellent,1584,cruiser,12000,2010,Corpus Christi,Harley Davidson
413,413,2010 Harley-Davidson Electra Glide FLHTK Electra Glide Ultra Limited,gas,32900,red,clean,manual,excellent,103,touring,10900,2010,East Texas,Harley Davidson
414,414,2010 Harley-Davidson SOFTAIL HERITAGE SOF,Unknown,6390,black,clean,other,,,,9890,2010,Austin,Harley Davidson
415,415,2010 Harley-Davidson Softail Custom FXSTC,gas,4267,,clean,manual,,,,14119,2010,Corpus Christi,Harley Davidson
416,416,2010 Harley-Davidson Street Glide CVO FLHXSE,,,,,,,,,16799,2010,Amarillo,Harley Davidson
417,417,2010 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,60025,red,clean,manual,,,,14999,2010,Corpus Christi,Harley Davidson
418,418,2010 Harley-Davidson® FLHRC - Road King® Classic,,,,,,,,,9999,2010,Dallas,Harley Davidson
419,419,2010 Harley-Davidson® XL1200N - Sportster® Nightster,,,,,,,,,6950,2010,Corpus Christi,Harley Davidson
420,420,2010 Honda Goldwing,gas,23000,custom,clean,manual,excellent,1800,touring,13000,2010,Austin,Honda
421,421,2010 Honda Interstate,gas,19024,black,,manual,,,,6280,2010,Austin,Honda
422,422,2010 Honda Stateline,,,,,,,,,5995,2010,East Texas,Honda
423,423,2010 Honda elite 110,,,,,,,,,2650,2010,Corpus Christi,Honda
424,424,2010 Honda® Gold Wing Audio Comfort,gas,70827,,,manual,excellent,,,9299,2010,Amarillo,Honda
425,425,2010 Kawasaki Vulcan 900 Classic,gas,17654,,clean,manual,excellent,900,cruiser,3995,2010,San Antonio,Kawasaki
426,426,2010 Kawasaki ZR1000DAF,gas,7302,black,clean,other,,,,6980,2010,Austin,Kawasaki
427,427,2010 Triumph Tiger 1050 ABS,gas,24421,,clean,other,,,,6996,2010,Dallas,Triumph
428,428,2010 Triumph Tiger 1050 SE ABS,gas,55074,black,clean,manual,good,1050,touring,4500,2010,Beaumont,Triumph
429,429,"2010 Victory ""Cross Roads"" Bagger/Touring Motorcycle",,,,,,,,,6900,2010,Amarillo,Victory
430,430,2010 Yamaha R1 R 1 R-1  FOR ONLY,gas,11319,,clean,manual,excellent,,sport bike,9295,2010,Dallas,Yamaha
431,431,2010 Yamaha V star 950,gas,24000,black,clean,manual,like new,,touring,4900,2010,Houston,Yamaha
432,432,2010 HONDA GOLDWING GL1800 WITH CALIFORNIA SIDECAR VIPER TRIKE KIT,,,,,,,,,24900,2010,Dallas,Honda
433,433,2011 *Harley-Davidson* *CVO* *Street* *Glide* *FLHXSE2*,other,20009,orange,clean,manual,,,,18472,2011,Abilene,Harley Davidson
434,434,2011 *Harley-Davidson* *FLSTC* *Heritage* *Softail*,other,16858,silver,clean,manual,,,,10874,2011,Abilene,Harley Davidson
435,435,2011 *Harley-Davidson* *Fat* *Boy* *Lo* *FLSTFB*,other,10158,,clean,,,,,13500,2011,Abilene,Harley Davidson
436,436,2011 *Harley-Davidson* *Forty-Eight* *XL1200X*,other,8157,black,clean,manual,,,,6900,2011,Abilene,Harley Davidson
437,437,2011 H-D superglide in great condition,,,,,,,,,7700,2011,Dallas,Harley Davidson
438,438,2011 HARLEY DAVIDSON STREET GLIDE,gas,20000,custom,clean,manual,like new,1800,touring,13500,2011,Dallas,Harley Davidson
439,439,2011 HARLEY DAVIDSON STREET GLIDE FLHX103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,Houston,Harley Davidson
440,440,2011 HD STREET GLIDE 103,gas,45109,black,clean,manual,good,1584,touring,13500,2011,Dallas,Harley Davidson
441,441,2011 HD Ultra Classic,gas,54123,black,clean,manual,excellent,,cruiser,10000,2011,Houston,Harley Davidson
442,442,2011 HD Ultra Limited,gas,29500,black,clean,manual,like new,103,cruiser,12500,2011,Dallas,Harley Davidson
443,443,2011 HD XL883L,gas,60878,blue,clean,manual,good,883,cruiser,4900,2011,Amarillo,Harley Davidson
444,444,2011 Harley Bagger and all aluminum trailer,gas,10500,black,clean,manual,excellent,103,cruiser,35000,2011,Corpus Christi,Harley Davidson
445,445,2011 Harley Davidson Road Glide Ultra,gas,33000,,clean,manual,excellent,,,14500,2011,Dallas,Harley Davidson
446,446,2011 Harley Davidson Road King,gas,10209,,clean,manual,excellent,97,touring,12000,2011,Houston,Harley Davidson
447,447,2011 Harley Davidson Road King Classic FLHRC,other,49821,red,clean,other,,,,10999,2011,Dallas,Harley Davidson
448,448,2011 Harley Davidson Softail Deluxe,gas,7800,black,clean,manual,excellent,96,cruiser,12995,2011,Austin,Harley Davidson
449,449,2011 Harley Davidson Sportster,gas,6068,black,clean,manual,excellent,1200,sport touring,7500,2011,Amarillo,Harley Davidson
450,450,2011 Harley Davidson Ultra Classic,gas,23393,black,clean,manual,like new,,cruiser,13000,2011,Dallas,Harley Davidson
451,451,2011 Harley Davidson streetglide,gas,33000,orange,clean,manual,excellent,,sport touring,13500,2011,Amarillo,Harley Davidson
452,452,2011 Harley FLHTCU,gas,13870,,clean,manual,like new,,touring,15000,2011,Amarillo,Harley Davidson
453,453,2011 Harley Road Glide Ultra 103 - Extremely low miles,,,,,,,,,14000,2011,Beaumont,Harley Davidson
454,454,2011 Harley Street Glide Special,gas,26661,black,clean,manual,excellent,1687,cruiser,12900,2011,Dallas,Harley Davidson
455,455,2011 Harley-Davidson Electra Glide Ultra Limited FLHTK,gas,25457,,clean,manual,,,,16199,2011,Corpus Christi,Harley Davidson
456,456,2011 Harley-Davidson Softail Blackline FXS,gas,17533,,clean,manual,,,,12999,2011,Corpus Christi,Harley Davidson
